Date,Open,High,Low,Close,Volume,Market Cap
29-Oct-17,27.2,28.61,27.2,27.76,29736500 ,1360230000 
30-Oct-17,27.72,29.49,27.71,28.79,30968500 ,1801620000 
31-Oct-17,28.69,30.44,28.47,28.47,61688400 ,1864890000 
01-Nov-17,28.38,28.44,26.68,26.86,49782800 ,1844740000 
02-Nov-17,26.75,26.75,22.89,24.5,74455200 ,1738720000 
03-Nov-17,24.6,26.9,24.39,26.82,40142100 ,1598960000 
04-Nov-17,26.77,27.74,25.94,26.49,31870600 ,1739980000 
05-Nov-17,26.48,26.72,25.79,26.38,25229700 ,1721090000 
06-Nov-17,26.47,26.81,25.95,26.32,26798400 ,1720760000 
07-Nov-17,26.26,26.52,25.62,26.23,40146900 ,1706600000 
08-Nov-17,26.17,33.81,26.02,30.67,120273000 ,1700950000 
09-Nov-17,30.76,33.02,30.58,31.9,79919300 ,1999530000 
10-Nov-17,31.97,32.44,26.74,28.18,57756900 ,2078110000 
11-Nov-17,28.15,29.93,27.4,28.53,45994100 ,1829610000 
12-Nov-17,28.44,28.45,25.31,26.96,63588200 ,1848580000 
13-Nov-17,27.12,28.97,26.59,28.4,41299400 ,1762620000 
14-Nov-17,28.4,29.96,28.1,29.73,39436300 ,1845750000 
15-Nov-17,29.79,30.59,28.26,29.35,45103700 ,1936170000 
16-Nov-17,29.45,29.93,28.48,28.7,40895700 ,1913970000 
17-Nov-17,28.71,41.08,28.36,40.5,252834000 ,1866360000 
18-Nov-17,39.74,48.09,36.28,42.74,434827000 ,2583010000 
19-Nov-17,43.01,45.45,36.66,39.75,273035000 ,2795440000 
20-Nov-17,39.94,43.14,35.64,35.64,243906000 ,2596080000 
21-Nov-17,36.21,37.16,33.38,34.36,133333000 ,2353570000 
22-Nov-17,34.45,36.98,34.45,35.86,82378800 ,2239040000 
23-Nov-17,35.83,36.29,34.5,34.9,68917800 ,2329200000 
24-Nov-17,34.89,35.7,33.46,34.79,68977700 ,2267940000 
25-Nov-17,34.83,39.86,34.6,38.13,125113000 ,2263690000 
26-Nov-17,38.04,39.2,37.49,38.44,61597700 ,2472680000 
27-Nov-17,38.32,41.91,38.32,40.13,83345900 ,2491020000 
28-Nov-17,40.13,40.13,37.47,38.08,80129000 ,2608660000 
29-Nov-17,37.99,39.44,31.23,32.28,137123000 ,2469340000 
30-Nov-17,32.54,34.98,30.09,32.96,78895100 ,2115360000 
01-Dec-17,32.89,36.24,31.36,35.84,89359700 ,2137790000 
02-Dec-17,35.84,36.61,34.51,35.07,48991700 ,2329690000 
03-Dec-17,35.1,39.52,35.03,36.62,79801700 ,2281180000 
04-Dec-17,36.65,43,36.62,42.17,160430000 ,2382160000 
05-Dec-17,41.99,42.79,38.82,38.82,101480000 ,2729160000 
06-Dec-17,38.75,38.85,34.4,35.16,118745000 ,2518460000 
07-Dec-17,35.04,37.26,33.31,34.86,125301000 ,2277340000 
08-Dec-17,34.84,37.38,32.36,36.27,125450000 ,2264560000 
09-Dec-17,35.96,38.98,34.87,35.71,93255300 ,2337250000 
10-Dec-17,35.79,35.79,32.51,33.31,72133600 ,2326550000 
11-Dec-17,33.32,36.57,33.32,35.88,77323800 ,2165750000 
12-Dec-17,36.22,41.28,35.32,40.41,132796000 ,2354370000 
13-Dec-17,40.73,49.07,37.49,44.81,294500000 ,2647620000 
14-Dec-17,44.9,53.65,44.4,50.62,313147000 ,2918700000 
15-Dec-17,50.54,51.24,43.13,47.99,204065000 ,3285020000 
16-Dec-17,48.14,52.26,46.93,49.81,164723000 ,3129270000 
17-Dec-17,49.74,71.72,49.74,68.11,500799000 ,3233120000 
18-Dec-17,68.45,81.06,63.96,77.22,437849000 ,4449540000 
19-Dec-17,77.19,82.1,66.59,70.81,290083000 ,5017420000 
20-Dec-17,71.31,77.5,63.1,75.62,305912000 ,4634920000 
21-Dec-17,76.12,79.04,67.49,71.37,225272000 ,4948010000 
22-Dec-17,71.54,72.28,43.39,55.57,297579000 ,4650220000 
23-Dec-17,56.32,67.75,56.32,58.9,146282000 ,3660710000 
24-Dec-17,59.32,59.97,51.84,59.7,160158000 ,3855900000 
25-Dec-17,60.27,68.37,58.39,66.32,170538000 ,3917400000 
26-Dec-17,66.61,68.8,61.86,65.52,195466000 ,4329390000 
27-Dec-17,65.53,70.29,62.88,66.88,153715000 ,4259210000 
28-Dec-17,66.76,66.94,58.22,65.43,135592000 ,4339530000 
29-Dec-17,65.7,74.82,63.14,73.9,163331000 ,4270520000 
30-Dec-17,74.18,74.54,63.02,72.4,202377000 ,4821840000 
31-Dec-17,72.56,78.01,67.69,75.96,181357000 ,4716090000 
01-Jan-18,76.19,80.69,72.72,78.82,142094000 ,4952450000 
02-Jan-18,78.53,97.01,78.53,90.33,373377000 ,5104180000 
03-Jan-18,90.3,105.56,86.89,105.56,288086000 ,5869250000 
04-Jan-18,104.79,109.2,96.24,99.11,332546000 ,6811420000 
05-Jan-18,98.91,106.24,89.58,95.28,292933000 ,6429220000 
06-Jan-18,95.31,103.13,91.9,100.86,187746000 ,6195060000 
07-Jan-18,101.12,108.52,99.2,102.43,196621000 ,6572870000 
08-Jan-18,102.12,108.6,90.68,102.38,231395000 ,6638000000 
09-Jan-18,102.07,129.87,101.84,126.94,529663000 ,6634310000 
10-Jan-18,127.24,127.26,111.05,122.99,361797000 ,8270280000 
11-Jan-18,123.1,124.34,102.66,108.3,270718000 ,8001780000 
12-Jan-18,109.19,126.55,105.25,124.47,234757000 ,7097050000 
13-Jan-18,124.15,146.51,124.15,140.62,455703000 ,8069500000 
14-Jan-18,140.56,176.83,135.92,170.42,648694000 ,9136460000 
15-Jan-18,170.1,196.85,147.4,187.41,1455620000 ,11056500000 
16-Jan-18,187.97,187.97,104.29,145.3,1664430000 ,12217900000 
17-Jan-18,144.73,154.29,94.57,141.37,1587920000 ,9407150000 
18-Jan-18,142.6,159.49,129.85,142.66,838634000 ,9269200000 
19-Jan-18,141.25,150.15,132.97,139.5,494800000 ,9181130000 
20-Jan-18,140.49,157.19,138.65,149.94,501671000 ,9132020000 
21-Jan-18,150.23,150.23,126.2,131.1,346048000 ,9764800000 
22-Jan-18,132.3,137.78,112.38,123.66,346611000 ,8599480000 
23-Jan-18,123.37,129.71,110.18,121.6,263389000 ,8018770000 
24-Jan-18,122.57,144.12,118.15,136.41,433360000 ,7966980000 
25-Jan-18,138.1,146.94,134.58,138,315010000 ,8976150000 
26-Jan-18,137.75,141.13,126.53,137.89,324067000 ,8953600000 
27-Jan-18,138.14,142.07,134.35,140.2,207868000 ,8979150000 
28-Jan-18,140.37,153.61,140.37,152.16,246175000 ,9124100000 
29-Jan-18,152.08,168.14,151.46,168.14,602514000 ,9885260000 
30-Jan-18,168.86,173.75,140.13,146.28,670295000 ,10976100000 
31-Jan-18,145.4,148.18,133.32,145.76,357309000 ,9451090000 
01-Feb-18,145.96,147.16,115.27,126,356495000 ,9487200000 
02-Feb-18,125.64,129.19,91.96,120.13,552639000 ,8166710000 
03-Feb-18,121.03,127.28,106.91,122.97,255707000 ,7867210000 
04-Feb-18,122.22,124.01,102.03,107.46,203674000 ,7943970000 
05-Feb-18,107.58,108.98,75.75,82.37,312096000 ,6992380000 
06-Feb-18,84.07,109.21,64.88,105.95,659946000 ,5464510000 
07-Feb-18,105.13,118.5,94.94,102.5,571724000 ,6833700000 
