Date,Open,High,Low,Close,Volume,Market Cap
08-Feb-17,1062.32 ,1078.97 ,1037.49 ,1063.07 ,201855000 ,17156700000 
09-Feb-17,1064.70 ,1088.99 ,953.34 ,994.38 ,407220000 ,17197100000 
10-Feb-17,995.63 ,998.91 ,946.69 ,988.67 ,190452000 ,16083600000 
11-Feb-17,988.90 ,1009.29 ,982.83 ,1004.45 ,102261000 ,15976700000 
12-Feb-17,1003.52 ,1004.76 ,996.92 ,999.18 ,67530000 ,16214700000 
13-Feb-17,998.89 ,1002.10 ,976.00 ,990.64 ,100607000 ,16141500000 
14-Feb-17,991.74 ,1011.51 ,986.47 ,1004.55 ,137946000 ,16028000000 
15-Feb-17,1006.21 ,1008.84 ,1001.58 ,1007.48 ,89759400 ,16264100000 
16-Feb-17,1007.65 ,1033.37 ,1007.65 ,1027.44 ,122277000 ,16289100000 
17-Feb-17,1026.12 ,1053.17 ,1025.64 ,1046.21 ,136474000 ,16589600000 
18-Feb-17,1049.21 ,1061.10 ,1046.96 ,1054.42 ,99073500 ,16964800000 
19-Feb-17,1054.76 ,1056.81 ,1043.46 ,1047.87 ,77423300 ,17056600000 
20-Feb-17,1048.69 ,1080.49 ,1041.69 ,1079.98 ,109478000 ,16960200000 
21-Feb-17,1079.28 ,1117.25 ,1076.93 ,1115.30 ,186869000 ,17456900000 
22-Feb-17,1114.80 ,1125.39 ,1100.55 ,1117.44 ,136100000 ,18033400000 
23-Feb-17,1117.27 ,1176.62 ,1116.96 ,1166.72 ,189454000 ,18075200000 
24-Feb-17,1172.71 ,1200.39 ,1131.96 ,1173.68 ,330759000 ,18974400000 
25-Feb-17,1170.41 ,1174.85 ,1124.59 ,1143.84 ,139961000 ,18939500000 
26-Feb-17,1144.27 ,1167.47 ,1130.20 ,1165.20 ,116486000 ,18518900000 
27-Feb-17,1163.78 ,1181.98 ,1163.38 ,1179.97 ,131570000 ,18837300000 
28-Feb-17,1180.72 ,1193.25 ,1171.82 ,1179.97 ,184956000 ,19113600000 
01-Mar-17,1180.04 ,1222.50 ,1179.69 ,1222.50 ,229057000 ,19104800000 
02-Mar-17,1224.68 ,1262.13 ,1215.62 ,1251.01 ,368275000 ,19829800000 
03-Mar-17,1250.71 ,1280.31 ,1250.71 ,1274.99 ,315739000 ,20253700000 
04-Mar-17,1277.43 ,1279.40 ,1230.51 ,1255.15 ,183270000 ,20688800000 
05-Mar-17,1254.29 ,1267.29 ,1238.06 ,1267.12 ,134127000 ,20316000000 
06-Mar-17,1267.47 ,1276.00 ,1264.60 ,1272.83 ,153657000 ,20531900000 
07-Mar-17,1273.21 ,1275.55 ,1204.80 ,1223.54 ,291256000 ,20627100000 
08-Mar-17,1223.23 ,1232.16 ,1148.08 ,1150.00 ,332603000 ,19819800000 
09-Mar-17,1150.35 ,1197.46 ,1141.23 ,1188.49 ,212283000 ,18640900000 
10-Mar-17,1189.36 ,1270.47 ,1077.25 ,1116.72 ,563796000 ,19275300000 
