Date,Open,High,Low,Close,Volume,Market Cap
08-Feb-17,0.006407,0.007833,0.006402,0.006438,860217 ,236123000 
09-Feb-17,0.006433,0.006484,0.006193,0.006374,1700680 ,237091000 
10-Feb-17,0.006367,0.0067,0.006192,0.006289,808768 ,235873000 
11-Feb-17,0.00629,0.006395,0.006273,0.006333,334607 ,232996000 
12-Feb-17,0.006329,0.006364,0.006269,0.006269,230479 ,234436000 
13-Feb-17,0.006267,0.006338,0.006228,0.006251,462843 ,232161000 
14-Feb-17,0.00624,0.006352,0.00624,0.006278,671150 ,231161000 
15-Feb-17,0.006279,0.006302,0.006095,0.006147,813299 ,232611000 
16-Feb-17,0.006138,0.006244,0.005988,0.006027,1355840 ,227363000 
17-Feb-17,0.005939,0.006095,0.005872,0.005935,1160600 ,220014000 
18-Feb-17,0.005949,0.006014,0.005427,0.005569,1866850 ,220370000 
19-Feb-17,0.005589,0.005892,0.00557,0.005878,896856 ,207033000 
20-Feb-17,0.005879,0.005949,0.00574,0.005873,880117 ,217802000 
21-Feb-17,0.005871,0.005909,0.005735,0.005832,653081 ,217476000 
22-Feb-17,0.005849,0.005887,0.005817,0.00586,500712 ,216670000 
23-Feb-17,0.005856,0.005943,0.005798,0.005895,750533 ,216920000 
24-Feb-17,0.005883,0.005919,0.005644,0.005701,1343690 ,218525000 
25-Feb-17,0.0057,0.005743,0.005628,0.005665,684577 ,211712000 
26-Feb-17,0.005664,0.005733,0.005651,0.005671,258373 ,210392000 
27-Feb-17,0.005665,0.005696,0.005608,0.005609,641126 ,210425000 
28-Feb-17,0.005608,0.005631,0.005438,0.005536,1693350 ,208297000 
01-Mar-17,0.005525,0.005547,0.005372,0.005408,1630460 ,205222000 
02-Mar-17,0.005419,0.006217,0.005408,0.005991,3811500 ,201301000 
03-Mar-17,0.005988,0.006346,0.005968,0.006339,2703850 ,224009000 
04-Mar-17,0.006354,0.006497,0.006278,0.006299,1372440 ,237670000 
05-Mar-17,0.00629,0.006389,0.006129,0.006129,1044760 ,235301000 
06-Mar-17,0.006129,0.006221,0.006047,0.006057,1023500 ,229280000 
07-Mar-17,0.006057,0.006577,0.005974,0.006534,2901920 ,226570000 
08-Mar-17,0.006551,0.006776,0.006363,0.006509,3432500 ,245051000 
09-Mar-17,0.006485,0.006606,0.006423,0.006498,2064660 ,242570000 
10-Mar-17,0.006503,0.006546,0.00605,0.006227,3144440 ,242488000 
11-Mar-17,0.006229,0.006383,0.00613,0.006238,1818590 ,232266000 
12-Mar-17,0.006214,0.006313,0.006086,0.006255,1531030 ,231721000 
13-Mar-17,0.006271,0.006429,0.006156,0.006385,2561890 ,233853000 
14-Mar-17,0.006346,0.006406,0.006277,0.006381,1358830 ,236634000 
15-Mar-17,0.00637,0.0065,0.006301,0.006314,1376090 ,237552000 
16-Mar-17,0.006319,0.006409,0.006213,0.006394,3860210 ,235622000 
17-Mar-17,0.006406,0.006406,0.00597,0.006116,3442010 ,239193000 
18-Mar-17,0.006137,0.007396,0.006118,0.00671,7223300 ,229142000 
19-Mar-17,0.006736,0.007198,0.006556,0.006912,4241970 ,251511000 
20-Mar-17,0.006915,0.007112,0.006761,0.006975,3423710 ,258208000 
21-Mar-17,0.006996,0.007075,0.006792,0.006909,3021440 ,261234000 
22-Mar-17,0.006908,0.00746,0.006882,0.007301,4652530 ,257915000 
23-Mar-17,0.007284,0.010582,0.007258,0.010582,12315100 ,271965000 
24-Mar-17,0.010528,0.010825,0.009136,0.010518,24493700 ,393620000 
25-Mar-17,0.010502,0.010711,0.00904,0.009116,11334900 ,392674000 
26-Mar-17,0.009159,0.00984,0.009079,0.009545,5475230 ,342448000 
27-Mar-17,0.009482,0.010053,0.009155,0.009597,6336150 ,354514000 
